"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","change","symbol","ENTREZID"
0.0102687042501284,2.21505641167516,0.018,0.007,1,"up","Nkd1","93960"
0.0102827694559252,-0.173581839099803,0.204,0.163,1,"down","Atpaf1","230649"
0.01029657935691,0.175209523596238,0.226,0.182,1,"up","Btg3","12228"
0.0103388939642415,0.12534190844121,0.61,0.544,1,"up","Laptm4a","17775"
0.0103654596163589,0.105256518205077,0.269,0.228,1,"up","Spg21","27965"
0.0103945767312653,0.122266925199098,0.447,0.395,1,"up","Tax1bp3","76281"
0.0103964878553437,0.616233564406249,0.083,0.058,1,"up","Tpgs2","66648"
0.0103976431986583,0.285785249336237,0.143,0.11,1,"up","Zfp821","75871"
0.0104047293292448,-0.42224481580866,0.352,0.394,1,"down","Ankhd1","108857"
0.0104258723946467,-0.709939613005937,0.145,0.18,1,"down","Plekhh1","211945"
0.0104687260903136,-0.42931407697182,0.189,0.227,1,"down","Dhrs3","20148"
0.0105418683430016,0.423197801125283,0.313,0.27,1,"up","Shc1","20416"
0.0105452330774818,-0.668150534163617,0.147,0.181,1,"down","Cgnl1","68178"
0.010553678814369,0.136960151796512,0.526,0.465,1,"up","Cwc15","66070"
0.0105584359788232,0.123557092825153,0.553,0.495,1,"up","Tuba1c","22146"
0.0105634293307127,0.484897693907599,0.108,0.08,1,"up","Nagpa","27426"
0.0105694283727612,0.240883956315442,0.235,0.195,1,"up","Lgalsl","216551"
0.0105878326259541,0.494482685830997,0.191,0.156,1,"up","Tmem123","71929"
0.0106022801591983,0.389607930641411,0.258,0.217,1,"up","Ccdc115","69668"
0.0106053138211572,0.205367383375185,0.279,0.234,1,"up","Nup54","269113"
0.0106068333285655,0.144170524338014,0.658,0.606,1,"up","Ccnd2","12444"
0.0106141426675869,-0.357912324623164,0.478,0.495,1,"down","Ube2h","22214"
0.0106245461021139,0.331175184993057,0.357,0.311,1,"up","Tvp23b","67510"
0.0106308738968037,0.156766399339528,0.439,0.38,1,"up","Ostf1","20409"
0.0106515681810381,-0.366038836524958,0.167,0.203,1,"down","2900060B14Rik","68204"
0.0106601427996196,-0.708212966332806,0.05,0.073,1,"down","Tarbp1","212728"
0.0106667725920404,0.182719494849928,0.365,0.318,1,"up","Med30","69790"
0.0106704836982945,0.133126790460881,0.313,0.27,1,"up","Wwp1","107568"
0.0106817512293122,0.171889280174673,0.516,0.452,1,"up","Mlf2","30853"
0.0107144749470941,0.18704710793282,0.371,0.322,1,"up","Reep5","13476"
0.0107175966284016,0.498397981547372,0.253,0.217,1,"up","Sh3yl1","24057"
0.0107569440663276,1.43782522653664,0.018,0.007,1,"up","Ly6g","546644"
0.010770037786732,0.159263457806115,0.251,0.207,1,"up","Gga1","106039"
0.0108701966533915,-0.357336405451506,0.036,0.056,1,"down","Rnf39","386454"
0.0108910679408603,0.314298449757449,0.231,0.194,1,"up","Alg9","102580"
0.0108972678752022,0.596687204791559,0.105,0.078,1,"up","Bag2","213539"
0.0109227591877852,0.867800725347616,0.146,0.116,1,"up","Defb37","353320"
0.0109470702459991,0.236227500852999,0.288,0.243,1,"up","Parp1","11545"
0.0110049781061288,0.183361635087748,0.359,0.31,1,"up","Psen1","19164"
0.0110072506393084,0.163231693696366,0.108,0.079,1,"up","BC051226","407803"
0.0110126241639553,-1.02628939622892,0.017,0.031,1,"down","Acaa1b","235674"
0.0110155727088138,0.442170536123099,0.282,0.245,1,"up","Igf1r","16001"
0.0110745487686907,0.116648184626124,0.59,0.524,1,"up","Cdh17","12557"
0.011088657946463,0.252900694462821,0.393,0.353,1,"up","Rpia","19895"
0.011165738368166,0.168493137364926,0.423,0.376,1,"up","Ik","24010"
0.0111700199277458,-0.504715175549729,0.552,0.568,1,"down","Tmprss2","50528"
0.0111826903939634,0.610421315695485,0.112,0.082,1,"up","Med22","20933"
0.0112234356778013,0.165374494341374,0.509,0.455,1,"up","Degs2","70059"
0.011351413821407,0.217643989755867,0.338,0.292,1,"up","Rae1","66679"
0.0113837339324569,0.19910734860066,0.142,0.107,1,"up","Drosha","14000"
0.0113878380649166,0.167954185026056,0.73,0.645,1,"up","Etfb","110826"
0.0113964544620133,0.217388009010299,0.319,0.277,1,"up","2510039O18Rik","77034"
0.0114475934367836,0.215218000627843,0.336,0.296,1,"up","Cmc2","66531"
0.0114892721642886,0.165846254947287,0.15,0.116,1,"up","Krt10","16661"
0.0114929877994322,-0.987404531418191,0.032,0.051,1,"down","1700008J07Rik","629159"
0.0115378238620454,0.278360739211761,0.217,0.178,1,"up","Pbx2","18515"
0.0115706890923144,-0.352560180705236,0.078,0.106,1,"down","Endov","338371"
0.0115738238171907,0.419590432337697,0.167,0.134,1,"up","Etaa1","68145"
0.011597572312296,0.460142001762043,0.216,0.179,1,"up","Mllt6","246198"
0.0116177235139134,0.457959054482171,0.098,0.07,1,"up","Trp53rkb","76367"
0.0116302612013768,0.325670989477577,0.305,0.266,1,"up","Dda1","66498"
0.0116420068267698,0.258426164165817,0.259,0.219,1,"up","Rcc1","100088"
0.0116440552887068,0.135202424386739,0.39,0.338,1,"up","Cops7a","26894"
0.0116585928665723,0.445881512825659,0.126,0.096,1,"up","Eral1","57837"
0.0116636067346446,-0.47794982041499,0.39,0.414,1,"down","Lrba","80877"
0.0117169139234667,0.136547727767746,0.506,0.433,1,"up","Mrpl43","94067"
0.0117517732676095,-0.780264366118369,0.064,0.09,1,"down","Dact2","240025"
0.0117687659316504,-0.393698114071407,0.038,0.06,1,"down","Peg13","353342"
0.0117733702536247,0.310343466579636,0.278,0.238,1,"up","Rrp15","67223"
0.0117782602814238,0.113514731312414,0.439,0.401,1,"up","Tm9sf1","74140"
0.0117970998796549,0.234719351376216,0.282,0.243,1,"up","Dnttip1","76233"
0.0118336332853563,0.437034162875285,0.182,0.148,1,"up","Dnajc25","72429"
0.0118440961807705,-0.613189282489076,0.043,0.025,1,"down","D16Ertd472e","67102"
0.0118448253422202,-0.511857863374515,0.211,0.247,1,"down","Snhg20","76972"
0.0118593452412436,0.122174806360979,0.506,0.455,1,"up","Pak2","224105"
0.0118798707835924,0.387177955502305,0.136,0.105,1,"up","Abhd4","105501"
0.0118882207213568,0.497433418557174,0.104,0.076,1,"up","Lgr5","14160"
0.0119090999718831,0.174742346143073,0.402,0.356,1,"up","Naa35","78689"
0.0119125078799346,0.975301653720967,0.059,0.038,1,"up","Rogdi","66049"
0.0119762431284123,0.514020791792571,0.187,0.15,1,"up","Rbm4b","66704"
0.012061230857038,0.252462259446802,0.186,0.151,1,"up","Ccnc","51813"
0.0120828810558418,0.321948326908424,0.246,0.209,1,"up","Tmem50b","77975"
0.0120885115787786,-1.24629751084993,0.029,0.047,1,"down","Pfkm","18642"
0.0121078450705429,-0.560873970001846,0.184,0.218,1,"down","Fut2","14344"
0.0121568955323044,0.771377592396743,0.067,0.045,1,"up","Ubiad1","71707"
0.012158286236134,0.348359088246546,0.18,0.145,1,"up","Ppt1","19063"
0.0121891629140383,0.743997501903364,0.067,0.045,1,"up","Fam222b","216971"
0.0121900211164535,-0.389993456749522,0.444,0.469,1,"down","Smg1","233789"
0.0122121044219906,0.135110445130285,0.294,0.246,1,"up","Gbf1","107338"
0.0122271629866897,0.58380182502288,0.14,0.109,1,"up","Asb13","142688"
0.0122294433429217,0.161929559443603,0.193,0.156,1,"up","Hsd17b7","15490"
0.0122330247891396,-3.19351704859906,0.009,0.021,1,"down","E330011O21Rik","100503619"
0.012281709304676,0.337323525115642,0.189,0.156,1,"up","Nubp2","26426"
0.0123234013890852,0.286237817955379,0.273,0.234,1,"up","Psmd9","67151"
0.0123555563158192,-2.76096824958106,0.003,0.01,1,"down","Syngr4","58867"
0.0123982658899842,0.445710692522265,0.153,0.118,1,"up","Kat2a","14534"
0.0124294881981536,0.139568982319208,0.601,0.542,1,"up","Rsrc2","208606"
0.0124865915650094,0.102836793196707,0.727,0.665,1,"up","Tpm1","22003"
0.0124979334355309,0.248825951327375,0.336,0.292,1,"up","Tm2d1","94043"
0.0125027815352673,0.402267477046157,0.235,0.195,1,"up","Map3k20","65964"
0.0125540174946018,0.725896914766591,0.103,0.076,1,"up","Wdr6","83669"
0.012554092055611,0.298362974893942,0.166,0.133,1,"up","Asf1b","66929"
0.0125664666332242,0.160513683475286,0.204,0.165,1,"up","Dhx40","67487"
0.0126335362277466,-1.34486714361047,0.003,0.01,1,"down","Plxnd1","67784"
0.0126793831440104,0.212952948333293,0.39,0.341,1,"up","Wdr43","72515"
0.0127743796964855,0.214483659340064,0.398,0.344,1,"up","Uqcc3","107197"
0.0128162255013523,0.294299173578918,0.234,0.194,1,"up","E2f8","108961"
0.0128601732849581,0.192787517888332,0.363,0.316,1,"up","Mpzl1","68481"
0.0128837658389656,0.585311137023375,0.094,0.066,1,"up","Ptk7","71461"
0.0129016404450414,-1.39503207764002,0.018,0.033,1,"down","Mical1","171580"
0.0129082902494494,0.29662964943249,0.221,0.184,1,"up","Dnajc24","99349"
0.0129425289977759,0.314190799570993,0.38,0.338,1,"up","R3hdm1","226412"
0.01294689862068,-0.682880921763601,0.208,0.242,1,"down","Helz2","229003"
0.0129570302543844,0.343929327765248,0.19,0.155,1,"up","Rrp36","224823"
0.0129719708926614,0.771205217372921,0.056,0.035,1,"up","Rab23","19335"
0.0129884918318688,1.02481734789503,0.046,0.027,1,"up","Slc30a10","226781"
0.0129941507020259,2.09602791412912,0.021,0.009,1,"up","Ceacam12","67315"
0.0130064647145932,-0.123014457563114,0.866,0.868,1,"down","Atp1b1","11931"
0.0130199118126342,0.187549134142636,0.332,0.295,1,"up","Mcrs1","51812"
0.0130227002988051,0.202325738827552,0.611,0.575,1,"up","Id3","15903"
0.0130531741658969,0.22624290355689,0.263,0.223,1,"up","Npdc1","18146"
0.0131392348413778,-0.235962820907071,0.556,0.573,1,"down","Gas6","14456"
0.0131666207178487,0.465239067690852,0.025,0.011,1,"up","Ddx43","100048658"
0.0132162377759098,0.136928660433817,0.232,0.191,1,"up","Tnfrsf10b","21933"
0.0132346928035369,0.134645551987598,0.169,0.135,1,"up","Tubgcp2","74237"
0.0132667535863404,0.373650093052126,0.2,0.165,1,"up","Atf6b","12915"
0.0132825382718345,0.108339379750519,0.558,0.501,1,"up","Slc35a1","24060"
0.0133170907713005,-0.238674148928518,0.682,0.683,1,"down","Mcl1","17210"
0.0133304875921835,0.241060847582101,0.172,0.139,1,"up","Trmt11","73681"
0.0133409517165611,0.101836528683995,0.587,0.536,1,"up","Llph","66225"
0.0133782203629113,0.326237944154988,0.286,0.249,1,"up","Nol11","68979"
0.0133841723371489,0.195389765287788,0.257,0.214,1,"up","Acyp1","66204"
0.0134731234107282,-1.85793847312647,0.004,0.011,1,"down","Slpi","20568"
0.0135226748268546,0.262703332815988,0.191,0.153,1,"up","Washc4","319277"
0.0135259068008487,-2.16236436633012,0.008,0.019,1,"down","Gm34552","102637845"
0.0135315256406122,0.142158202896863,0.192,0.157,1,"up","Tusc3","80286"
0.0135348581863843,-0.260345262864424,0.261,0.3,1,"down","Rnf20","109331"
0.0135784048268012,0.15681003097538,0.391,0.34,1,"up","Tmem128","66309"
0.0136433948584361,0.26291702652809,0.356,0.317,1,"up","Mtx1","17827"
0.0136435410428111,0.209792348858204,0.438,0.389,1,"up","Mrpl9","78523"
0.0136567384057349,0.176915179350317,0.274,0.233,1,"up","Bmyc","107771"
0.0136585159733838,-0.725487589123626,0.044,0.065,1,"down","Fam221a","231946"
0.0136678049829101,0.149929909186578,0.442,0.388,1,"up","Wdr89","72338"
0.0136710696178135,0.255769945693365,0.155,0.122,1,"up","1500009L16Rik","69784"
0.0136710982847985,0.196000922331427,0.184,0.148,1,"up","Drg2","13495"
0.0136836771130471,-1.54117514393215,0.018,0.032,1,"down","Esrrg","26381"
0.0137066085625926,1.47520944061648,0.035,0.019,1,"up","9130410C08Rik","105244659"
0.0137087769493374,0.83546637260238,0.089,0.064,1,"up","Prap1","22264"
0.013719707213077,0.385089062177495,0.204,0.17,1,"up","Pde8b","218461"
0.0137239957804554,-0.202128811461793,0.025,0.011,1,"down","Pcdh18","73173"
0.0137420304127272,0.171037466208195,0.182,0.146,1,"up","Cenpq","83815"
0.0137522932993024,0.118877658344823,0.473,0.424,1,"up","Psmd13","23997"
0.0138049365696635,-0.668537024157797,0.272,0.304,1,"down","Kif13b","16554"
0.0138240877270943,0.101572083264387,0.457,0.398,1,"up","Synj2bp","24071"
0.0138465084999425,1.25947525989217,0.015,0.005,1,"up","Flt3l","14256"
0.0138726465692735,-3.6586274824827,0.004,0.012,1,"down","Gm10366","100126033"
0.013900889546471,0.306430695418731,0.219,0.183,1,"up","Pqbp1","54633"
0.0139058502382902,0.168840357896773,0.233,0.194,1,"up","Prps2","110639"
0.0139070112344865,0.242627713655195,0.236,0.197,1,"up","Stambp","70527"
0.0139155293045741,0.158541930715564,0.493,0.449,1,"up","Tmem183a","57439"
0.0139228198903145,0.333823388035331,0.27,0.233,1,"up","Atp6v1d","73834"
0.0139415247321105,0.271151935903389,0.295,0.255,1,"up","Slc30a5","69048"
0.0139698807668671,0.228416262651151,0.246,0.204,1,"up","Snx10","71982"
0.0139870350386396,0.454031181788491,0.097,0.07,1,"up","Exo1","26909"
0.0139984359019587,0.159733841159928,0.406,0.355,1,"up","Mrps25","64658"
0.0140920926932949,0.122332542530289,0.64,0.577,1,"up","Gm5485","433023"
0.014094808257418,0.223803022789166,0.394,0.35,1,"up","Ehmt1","77683"
0.0141033816956424,0.169264213866633,0.181,0.145,1,"up","Ccdc28a","215814"
0.0141236371501099,-0.400124743968195,0.008,0.019,1,"down","Zfp968","100043914"
0.0141815004899488,0.11357317557688,0.182,0.146,1,"up","Phf20","228829"
0.0141825929091442,1.5642439805587,0.018,0.007,1,"up","Morn1","76866"
0.0141933108027337,0.223987168977294,0.41,0.363,1,"up","Efr3a","76740"
0.0142011384758527,0.132701660385482,0.478,0.428,1,"up","Rassf1","56289"
0.014209313866749,-0.779738261250018,0.094,0.122,1,"down","Ppp6r2","71474"
0.0142105694993225,-0.611113733265501,0.218,0.255,1,"down","Zzef1","195018"
0.0142117739408309,0.234607256367921,0.194,0.159,1,"up","Pkmyt1","268930"
0.0142963307258356,-1.86877071675264,0.008,0.018,1,"down","Trabd2b","666048"
0.014344189887619,0.51405229373924,0.08,0.055,1,"up","Retnlb","57263"
0.0143571438086335,0.249279767064198,0.262,0.225,1,"up","Creld2","76737"
0.0144077990308658,-0.47360191447637,0.038,0.059,1,"down","2500004C02Rik","72326"
0.0144242809000502,0.195258645037581,0.25,0.212,1,"up","Tomm34","67145"
0.0144645734555589,0.272031245728023,0.407,0.361,1,"up","Tfam","21780"
0.0144782989400298,0.123505020346469,0.375,0.328,1,"up","Mrps23","64656"
0.0144896997947621,0.212835119517168,0.455,0.403,1,"up","Bdh1","71911"
0.0144986043039814,0.303206899848101,0.208,0.174,1,"up","Spryd7","66674"
0.0145057080404415,0.152478032724989,0.487,0.428,1,"up","Auts2","319974"
0.0145068545976474,-0.132138629273818,0.095,0.068,1,"down","Slain1","105439"
0.0145463882571993,-0.467511635891978,0.269,0.305,1,"down","Arhgef38","77669"
0.014577414962162,0.336283324504385,0.194,0.158,1,"up","Foxa3","15377"
0.014596445077031,0.192545604678005,0.456,0.41,1,"up","Tomm70a","28185"
0.0146020978331721,0.131963820146295,0.454,0.407,1,"up","Rtf1","76246"
0.0146701445676259,0.476556693950092,0.225,0.191,1,"up","Znhit3","448850"
0.0146756649317265,0.521514858031323,0.102,0.076,1,"up","9330162012Rik","493800"
0.0146850596641589,0.181949722437036,0.526,0.472,1,"up","Trappc6a","67091"
0.0146994340115037,-0.975544484448863,0.004,0.012,1,"down","Gpc2","71951"
0.0147168434891669,0.257318914702967,0.339,0.298,1,"up","Socs6","54607"
0.0147210113884104,0.982806902805581,0.086,0.062,1,"up","Zfp770","228491"
0.0147712242527312,0.366943752201776,0.132,0.102,1,"up","Rasgef1b","320292"
0.0148493264046527,0.138765510491845,0.352,0.309,1,"up","Rbm22","66810"
0.0148529533925403,0.684394534602112,0.102,0.075,1,"up","Reep6","70335"
0.0148549083564514,0.398194923183988,0.224,0.19,1,"up","Phf23","78246"
0.0148760442619863,0.4458652522443,0.333,0.301,1,"up","Spry1","24063"
0.0149039373394076,0.343376494151958,0.196,0.162,1,"up","Hspa13","110920"
0.0149156191284897,0.525574640943485,0.217,0.182,1,"up","Kpna1","16646"
0.0149232893340008,0.214574208224261,0.365,0.321,1,"up","Pole4","66979"
0.0149551408740233,-1.6274536526195,0.013,0.026,1,"down","Cfap47","636104"
0.0149643426902123,0.305152116059849,0.314,0.27,1,"up","Akap11","219181"
0.0149851161841439,-0.490373307937574,0.294,0.329,1,"down","Vsig10","231668"
0.0149958066224393,0.176434731617921,0.233,0.194,1,"up","Degs1","13244"
0.0150322201188085,0.112008037390951,0.524,0.475,1,"up","Slbp","20492"
0.0150770930682044,0.101298656382674,0.645,0.585,1,"up","Ndufa10","67273"
0.015085764034855,0.136802256181928,0.508,0.457,1,"up","Emp2","13731"
0.0150942699013157,-0.649056329626153,0.027,0.045,1,"down","Ctif","269037"
0.0151080178661433,0.144732609601411,0.515,0.446,1,"up","Gnpnat1","54342"
0.0151124002204044,0.193812953368533,0.293,0.251,1,"up","Src","20779"
0.0151442138926548,0.572095306559322,0.041,0.024,1,"up","Limch1","77569"
0.0151501769137103,0.132546723228385,0.226,0.185,1,"up","Faah","14073"
0.0152019059578436,0.200646840832928,0.43,0.379,1,"up","Jtb","23922"
0.0152944971073838,0.107127380436942,0.006,0.015,1,"up","Gm6277","621998"
0.0153486128296977,0.148980116327182,0.134,0.103,1,"up","Rpap3","71919"
0.0154268842474623,-0.669373526266867,0.079,0.105,1,"down","Zfp335","329559"
0.0155085252226905,0.685100873266683,0.062,0.041,1,"up","Krt23","94179"
0.0155179744491547,0.982565272606392,0.087,0.063,1,"up","Gstm4","14865"
0.0155694644873543,1.31906062747108,0.023,0.01,1,"up","Zfp11","22648"
0.0156252222790171,-1.78635532261445,0.017,0.03,1,"down","Ankrd22","52024"
0.0156495918103911,0.168681471557083,0.341,0.3,1,"up","Dnajc5","13002"
0.0156621276033007,0.374288399374222,0.152,0.119,1,"up","Xrcc5","22596"
0.0156734134492939,0.285543444156297,0.337,0.294,1,"up","Desi2","78825"
0.0156801515761222,0.116369228494082,0.233,0.194,1,"up","Prpf4","70052"
0.0156933965044065,0.278742943089481,0.098,0.072,1,"up","Tdp1","104884"
0.015696833758236,0.239405522990741,0.253,0.212,1,"up","Zfp280d","235469"
0.0157046990605067,-1.07163008022878,0.029,0.046,1,"down","Wdr81","192652"
0.0157255122729563,0.423458270658625,0.044,0.027,1,"up","Mcub","66815"
0.0157536333090955,0.682538449608477,0.08,0.056,1,"up","Fermt3","108101"
0.0158128793850989,0.440933004148364,0.121,0.092,1,"up","Zfp120","104348"
0.0158333332712687,-0.812435591183457,0.013,0.026,1,"down","Vsig8","240916"
0.0158447744906371,-1.26558604136214,0.029,0.046,1,"down","Tmem62","96957"
0.0158737180235722,0.24022002413048,0.182,0.147,1,"up","Fbxw7","50754"
0.0158931834379693,0.121354310625973,0.651,0.585,1,"up","Ndufs8","225887"
0.0159018918336599,0.647154400650776,0.117,0.089,1,"up","Prkd3","75292"
0.0159175046491211,0.169946942500835,0.34,0.297,1,"up","Nras","18176"
0.0159270457729828,0.273614466671254,0.364,0.322,1,"up","Swap70","20947"
0.0159347799457082,0.255139301585185,0.26,0.224,1,"up","Flrt3","71436"
0.0159350532382555,-1.60532432197634,0.012,0.025,1,"down","2900005J15Rik","67261"
0.0159364680397392,-0.119067225234601,0.197,0.158,1,"down","Tap2","21355"
0.016007185033737,-0.830589802629145,0.171,0.205,1,"down","Sval1","71578"
0.0160123182682416,0.130942290137246,0.387,0.336,1,"up","S100a14","66166"
0.0160568114655587,0.847477140287547,0.03,0.015,1,"up","5930430L01Rik","319982"
0.0161197233101999,-0.205974480480352,0.581,0.589,1,"down","Gne","50798"
0.0161930246038115,-0.614393641018239,0.06,0.083,1,"down","Zfp839","72805"
0.0162231920016795,-0.746691078363428,0.239,0.272,1,"down","Ap3d1","11776"
0.0162897166361447,0.140518468680794,0.325,0.281,1,"up","Ntan1","18203"
0.016294917122968,0.209495553640241,0.103,0.076,1,"up","Tasp1","75812"
0.0163026970628421,0.651014479273519,0.219,0.187,1,"up","Vav3","57257"
0.0163141389860468,-0.801810471376518,0.062,0.085,1,"down","Ptprh","545902"
0.0164028387051681,0.121078985604899,0.464,0.423,1,"up","Me2","107029"
0.0164095674567191,-0.482294483536488,0.395,0.423,1,"down","Trip11","109181"
0.0164227299608873,-1.03358409173537,0.023,0.039,1,"down","2610020C07Rik","69918"
0.0164720209162885,-0.352319548893332,0.447,0.479,1,"down","Flnb","286940"
0.0165160454438199,-0.592192282860686,0.052,0.075,1,"down","Bivm","246229"
0.0165591183213888,-0.34498241460399,0.384,0.421,1,"down","Tsix","22097"
0.0165780361130781,0.200598078745804,0.047,0.028,1,"up","Ugt1a6a","94284"
0.0165951092817869,0.186441970128147,0.37,0.333,1,"up","Srsf4","57317"
0.0166057131441604,1.05499802682558,0.046,0.027,1,"up","Zbtb25","109929"
0.0166492770387872,0.186038437732093,0.326,0.28,1,"up","Cdca8","52276"
0.016669811831526,0.245074182656146,0.257,0.223,1,"up","Vrk1","22367"
0.0167221097888253,0.124106632627619,0.68,0.612,1,"up","Iqgap1","29875"
0.0167295096670586,0.468364586520569,0.063,0.042,1,"up","C9orf72","73205"
0.0167500892634544,0.163356474307828,0.404,0.361,1,"up","Pibf1","52023"
0.0167554239226818,0.334843773593312,0.352,0.311,1,"up","Sgk1","20393"
0.0167887701884491,-0.956147296938513,0.037,0.056,1,"down","Creb3l2","208647"
0.0168234763712582,-0.364546255245943,0.055,0.035,1,"down","Gm38910","105242797"
0.0168286184690016,-1.09903010887327,0.012,0.024,1,"down","1700055D18Rik","73405"
0.0168299951888746,0.144920374121368,0.085,0.061,1,"up","Tmeff1","230157"
0.016854137382337,0.152356229880227,0.379,0.33,1,"up","Slc25a25","227731"
0.0168773259463293,0.151345642106587,0.504,0.456,1,"up","Ube2r2","67615"
0.0169515845704179,0.227738990634207,0.255,0.221,1,"up","Ccdc32","269336"
0.0170703141252065,0.131508689449782,0.447,0.4,1,"up","Akt1","11651"
0.0170729073182619,0.453466530010911,0.265,0.229,1,"up","E2f3","13557"
0.017074856986429,-2.11774279427724,0.011,0.023,1,"down","Irs1","16367"
0.0171379286649178,0.145537371381124,0.406,0.362,1,"up","Foxa1","15375"
0.0171427454801481,0.263456967755585,0.32,0.279,1,"up","Atad2","70472"
0.0171696539909477,0.168757319840141,0.225,0.187,1,"up","Insig2","72999"
0.0171975028563653,0.110533739866278,0.279,0.237,1,"up","Tgfbr2","21813"
0.0172007329693038,0.23106188004861,0.245,0.207,1,"up","Dnlz","52838"
0.0172329022253555,0.314379187226443,0.351,0.311,1,"up","Mocs2","17434"
0.0172587530865784,0.322390777376615,0.204,0.17,1,"up","Dck","13178"
0.017263135053897,0.157409490166581,0.506,0.44,1,"up","Snx3","54198"
0.0172710778563216,0.154955132702364,0.436,0.391,1,"up","Sucla2","20916"
0.0172801841169139,0.139463724498163,0.51,0.463,1,"up","Eif3g","53356"
0.017304786499821,0.129196431345028,0.362,0.32,1,"up","Abce1","24015"
0.0173939584659639,-1.32761335440365,0.012,0.024,1,"down","Gal3st2","381334"
0.0174812294202088,0.118776149814938,0.332,0.296,1,"up","Ccdc71l","72123"
0.0175084480108027,0.139640819172548,0.227,0.189,1,"up","Zdhhc2","70546"
0.0175315520716236,0.420474385035442,0.186,0.153,1,"up","Bin3","57784"
0.0175446873336117,0.191278066588743,0.159,0.128,1,"up","Rbmx2","209003"
0.0175816501710345,0.354869448075389,0.157,0.126,1,"up","Cdc27","217232"
0.0176311195733202,-0.136876831979843,0.166,0.132,1,"down","Neil3","234258"
0.0176587174496182,0.254327381464588,0.307,0.268,1,"up","Hikeshi","67669"
0.0176750136873567,1.24499334543794,0.039,0.023,1,"up","Cacna2d1","12293"
0.0176788949070275,0.192809360431126,0.176,0.143,1,"up","Jag1","16449"
0.0177005343533329,0.107644707928238,0.599,0.55,1,"up","Sox9","20682"
0.0177164442210603,0.256726308538322,0.2,0.166,1,"up","Virma","66185"
0.0177463529832902,-1.36798343948431,0.022,0.037,1,"down","Hmcn1","545370"
0.0177680266708002,0.126842615414168,0.333,0.293,1,"up","Mphosph6","68533"
0.017780042338916,0.206760765479376,0.295,0.256,1,"up","Iah1","67732"
0.0178537899615395,0.913717785500296,0.099,0.074,1,"up","Zfp414","328801"
0.0178717593924381,-0.196416659387148,0.132,0.101,1,"down","Slc35e4","103710"
0.0178950381284298,0.466155271811566,0.175,0.141,1,"up","Mtmr12","268783"
0.0179473456627245,0.169329770292259,0.226,0.19,1,"up","Rpa2","19891"
0.0179736592356151,-0.124488353063328,0.204,0.167,1,"down","Nrf1","18181"
0.0180605382885428,0.266039424330195,0.084,0.06,1,"up","Gabbr1","54393"
0.0180836801667438,-1.04209830877302,0.082,0.106,1,"down","Bmp2","12156"
0.0180913420832993,0.480370087057803,0.162,0.132,1,"up","Ppp1r8","100336"
0.0181174473171045,0.144490998032659,0.372,0.327,1,"up","Apc","11789"
0.0181269363434335,2.16946066938375,0.014,0.005,1,"up","Krt83","100126226"
0.0181308555378677,0.176457816362293,0.364,0.315,1,"up","Map1lc3a","66734"
0.0181371779838325,0.114047631356238,0.423,0.383,1,"up","Dnmt1","13433"
0.0181437148985693,0.116541222303225,0.513,0.464,1,"up","Pik3r1","18708"
0.018145143950151,-0.62237245375272,0.022,0.038,1,"down","Slc12a8","171286"
0.0181779721889604,-0.259758071798918,0.48,0.507,1,"down","Net1","56349"
0.018245724280914,0.179280210950541,0.212,0.178,1,"up","Lyrm2","108755"
0.0182470950750596,0.343077710599865,0.211,0.176,1,"up","Anapc7","56317"
0.0183112631627677,-0.26553069115541,0.575,0.588,1,"down","Golga4","54214"
0.0184181447144206,0.19914687572153,0.415,0.371,1,"up","Txnl4a","27366"
0.0185032515576436,-1.38597999607124,0.011,0.023,1,"down","1700030K09Rik","72254"
0.0185140548294679,-0.637175813584765,0.155,0.188,1,"down","Mxd1","17119"
0.0186294369481102,1.09061194815417,0.101,0.077,1,"up","Zfp358","140482"
0.0186917275201507,0.421794393048297,0.205,0.173,1,"up","Cmss1","66497"
0.0186947370831335,0.219298496295803,0.261,0.221,1,"up","Pam","18484"
0.0187638331211382,0.524869857465078,0.177,0.145,1,"up","Nup107","103468"
0.0190538439344123,0.273726063658455,0.087,0.063,1,"up","Gen1","209334"
0.019241855070953,0.119293724919085,0.389,0.345,1,"up","Gtpbp4","69237"
0.0192862413279724,0.31688526849672,0.189,0.155,1,"up","Gadd45g","23882"
0.0192982133666123,0.620190520554328,0.12,0.092,1,"up","Zfp87","170763"
0.0193071967029201,-0.722297371008704,0.062,0.085,1,"down","Mthfr","17769"
0.0193279581175852,0.128654250332211,0.247,0.209,1,"up","Ppwd1","238831"
0.0193310656578919,0.195889619853805,0.317,0.285,1,"up","Psmg1","56088"
0.019333019974517,0.124217313355949,0.442,0.393,1,"up","Ocln","18260"
0.0193848519899377,0.195128055640777,0.327,0.289,1,"up","Dusp8","18218"
0.0193887708811082,-0.562273858100848,0.015,0.028,1,"down","D330041H03Rik","654822"
0.0193989524445345,0.193740164829437,0.23,0.192,1,"up","Zmym4","67785"
0.0194070570975858,-0.673113935524465,0.057,0.08,1,"down","Gga2","74105"
0.0194125997410405,-0.94215332846555,0.085,0.111,1,"down","Dqx1","93838"
0.0194579571033863,0.158236579897019,0.337,0.292,1,"up","Setd1b","208043"
0.0194925239553521,0.108924661774526,0.261,0.226,1,"up","Prpf31","68988"
